Title: Primitive mantle composition from McDonough & Sun (1995),

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
39887.50 1637.67 99.939186 0.0126049657458474 0.015237 251.437734 -1169291.035540 30.259359 -21.221510 1452.234253 125.318232 -6.635 0.000 2.732160 3.311582 -0.719 0.488944 0.000
39593.00 1637.36 99.939278 0.0126900627176921 0.015346 251.464766 -1170139.694211 30.266459 -21.254300 1452.486869 125.343160 -6.638 0.000 2.730522 3.310887 -0.710 0.48357 0.000
39298.60 1637.06 99.939372 0.0127800401721437 0.015460 251.492811 -1170986.643147 30.273620 -21.287582 1452.754949 125.368345 -6.640 0.000 2.728953 3.310189 -0.701 0.478168 0.000
39004.20 1636.75 99.939467 0.0128727958607123 0.015577 251.520239 -1171834.853032 30.280811 -21.321257 1453.028481 125.393563 -6.643 0.000 2.727402 3.309490 -0.691 0.472796 0.000
38709.80 1636.45 99.939564 0.0129708223446410 0.015701 251.548716 -1172681.604456 30.288069 -21.355479 1453.318606 125.419062 -6.646 0.000 2.725921 3.308786 -0.682 0.467393 0.000
38415.40 1636.15 99.939663 0.0130731414244328 0.015829 251.577420 -1173528.240038 30.295379 -21.390201 1453.620511 125.444727 -6.649 0.000 2.724483 3.308080 -0.672 0.461989 0.000
38121.10 1635.84 99.939764 0.0131786788309367 0.015961 251.605512 -1174375.832784 30.302721 -21.425363 1453.929090 125.470432 -6.651 0.000 2.723063 3.307372 -0.662 0.456615 0.000
37826.80 1635.54 99.939867 0.0132900920341795 0.016100 251.634681 -1175221.927881 30.310136 -21.461142 1454.255953 125.496442 -6.654 0.000 2.721712 3.306660 -0.651 0.451211 0.000
37532.40 1635.23 99.939972 0.0134052022330503 0.016244 251.663292 -1176069.504021 30.317592 -21.497434 1454.590885 125.522526 -6.657 0.000 2.720378 3.305947 -0.640 0.445831 0.000
37238.10 1634.93 99.940079 0.0135266076672460 0.016395 251.692983 -1176915.278586 30.325123 -21.534385 1454.945232 125.548922 -6.660 0.000 2.719113 3.305229 -0.629 0.440424 0.000
36943.90 1634.62 99.940188 0.0136520310091556 0.016550 251.722098 -1177761.960577 30.332693 -21.571873 1455.308488 125.575387 -6.663 0.000 2.717865 3.304510 -0.618 0.435045 0.000
36649.60 1634.32 99.940300 0.0137843889773787 0.016714 251.752357 -1178607.353804 30.340349 -21.610110 1455.692972 125.602203 -6.665 0.000 2.716683 3.303786 -0.606 0.429634 0.000
36355.30 1634.01 99.940413 0.0139213134250890 0.016883 251.782079 -1179453.897349 30.348052 -21.648958 1456.087911 125.629118 -6.668 0.000 2.715518 3.303060 -0.594 0.424249 0.000
36061.10 1633.71 99.940529 0.0140656604484175 0.017060 251.812936 -1180298.566665 30.355839 -21.688598 1456.505350 125.656385 -6.671 0.000 2.714419 3.302330 -0.581 0.418836 0.000
35766.90 1633.41 99.940648 0.0142165009107073 0.017245 251.844123 -1181142.980863 30.363698 -21.729001 1456.940644 125.683899 -6.674 0.000 2.713359 3.301596 -0.568 0.413422 0.000
35472.70 1633.10 99.940769 0.0143727790780917 0.017437 251.874813 -1181988.491163 30.371611 -21.770122 1457.388795 125.711542 -6.677 0.000 2.712315 3.300861 -0.555 0.408032 0.000
35178.50 1632.80 99.940893 0.0145355846391146 0.017637 251.906661 -1182832.404803 30.379617 -21.812143 1457.862655 125.739445 -6.679 0.000 2.711290 3.300120 -0.541 0.402636 0.000
34884.30 1632.49 99.941019 0.0146922070889650 0.017830 251.937773 -1183677.811573 30.387659 -21.854778 1458.351765 125.766644 -6.682 0.000 2.710022 3.299377 -0.526 0.397396 0.000
34590.20 1632.19 99.941148 0.0148578540575127 0.018035 251.970101 -1184521.228057 30.395801 -21.898428 1458.868495 125.794238 -6.685 0.000 2.708810 3.298629 -0.510 0.392129 0.000
34296.10 1631.89 99.941285 0.0149903899091715 0.018197 252.001069 -1185367.267803 30.403927 -21.940279 1459.313827 125.821174 -6.688 0.000 2.707812 3.297855 -0.496 0.386954 0.000
34001.90 1631.58 99.941429 0.0151010361274812 0.018333 252.030399 -1186216.652828 30.412051 -21.981035 1459.709416 125.847625 -6.691 0.000 2.706955 3.297063 -0.483 0.38185 0.000
33707.80 1631.28 99.941577 0.0152172187708468 0.018474 252.060811 -1187064.285822 30.420270 -22.022524 1460.123401 125.874402 -6.693 0.000 2.706178 3.296262 -0.470 0.376713 0.000
